source_workbook,source_sheet,source_row,minor,batch,course_code_raw,course_code,course_code_status,course_title_raw,course_title,lecture_hours,tutorial_hours,practical_hours,credits,semester,prerequisite_raw,prerequisite,prerequisite_status
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,10,Marketing,2022,MGMT211,MGMT211,recorded,Brand Management,Brand Management,2.0,1.0,0.0,3.0,S7,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,11,Marketing,2022,MGMT203,MGMT203,recorded,Business Strategy Simulation,Business Strategy Simulation,0.0,0.0,0.0,2.0,S7,MKMT201/ MGMT207/ FINA201,MKMT201/MGMT207/FINA201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,15,Marketing,2023,MKTG201,MKTG201,recorded,Marketing Management,Marketing Management,2.0,1.0,0.0,3.0,S3,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,16,Marketing,2023,MGMT302,MGMT302,recorded,Digital and Ecommerce Marketing,Digital and Ecommerce Marketing,2.0,2.0,0.0,4.0,S4,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,17,Marketing,2023,MGMT304,MGMT304,recorded,Integrated Marketing Communications,Integrated Marketing Communications,2.0,1.0,0.0,3.0,S5,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,18,Marketing,2023,MGMT314,MGMT314,recorded,Sales and Distribution Management,Sales and Distribution Management,2.0,2.0,0.0,4.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,19,Marketing,2023,MGMT305,MGMT305,recorded,Services Marketing,Services Marketing,2.0,1.0,0.0,3.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,20,Marketing,2023,MGMT211,MGMT211,recorded,Brand Management,Brand Management,2.0,1.0,0.0,3.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,21,Marketing,2023,MGMT320,MGMT320,recorded,Marketing Analytics,Marketing Analytics,1.0,1.0,0.0,2.0,S7,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,22,Marketing,2023,MGMT307,MGMT307,recorded,Strategy & Decision Making,Strategy & Decision Making,1.0,1.0,0.0,2.0,S7,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,26,Marketing,2024,MKTG201,MKTG201,recorded,Marketing Management,Marketing Management,2.0,1.0,0.0,3.0,S3,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,27,Marketing,2024,MGMT302,MGMT302,recorded,Digital and Ecommerce Marketing,Digital and Ecommerce Marketing,2.0,2.0,0.0,4.0,S4,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,28,Marketing,2024,MGMT305,MGMT305,recorded,Services Marketing,Services Marketing,2.0,1.0,0.0,3.0,S5,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,29,Marketing,2024,MGMT304,MGMT304,recorded,Integrated Marketing Communications,Integrated Marketing Communications,2.0,1.0,0.0,3.0,S5,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,30,Marketing,2024,MGMT314,MGMT314,recorded,Sales and Distribution Management,Sales and Distribution Management,2.0,2.0,0.0,4.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,31,Marketing,2024,MGMT211,MGMT211,recorded,Brand Management,Brand Management,2.0,1.0,0.0,3.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,32,Marketing,2024,MGMT320,MGMT320,recorded,Marketing Analytics,Marketing Analytics,1.0,1.0,0.0,2.0,S7,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,33,Marketing,2024,MGMT307,MGMT307,recorded,Strategy & Decision Making,Strategy & Decision Making,1.0,1.0,0.0,2.0,S7,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,37,Marketing,2025,MGMT328,MGMT328,recorded,Foundation of Marketing Management,Foundation of Marketing Management,2.0,2.0,0.0,4.0,S3,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,38,Marketing,2025,MGMT302,MGMT302,recorded,Digital and Ecommerce Marketing,Digital and Ecommerce Marketing,2.0,1.0,0.0,4.0,S4,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,39,Marketing,2025,MGMT304,MGMT304,recorded,Integrated Marketing Communications,Integrated Marketing Communications,2.0,1.0,0.0,3.0,S5,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,40,Marketing,2025,New,,new_code_pending,Services Marketing,Services Marketing,,,,4.0,S5,TBD,TBD,pending
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,41,Marketing,2025,MGMT314,MGMT314,recorded,Sales and Distribution Management,Sales and Distribution Management,2.0,2.0,0.0,4.0,S6,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Marketing,46,Marketing,2026,MGMT328,MGMT328,recorded,Foundations of Marketing Management,Foundations of Marketing Management,2.0,2.0,0.0,4.0,S3,,,not_recorded
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,3,Start-up,2024,MGMT326,MGMT326,recorded,Product Development,Product Development,2.0,2.0,0.0,4.0,S4,MKTG201,MKTG201,recorded
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,4,Start-up,2024,MGMT336,MGMT336,recorded,Design Thinking for Entrepreneurship,Design Thinking for Entrepreneurship,2.0,1.0,2.0,4.0,S5,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,9,Start-up,2025,MGMT330,MGMT330,recorded,Introduction to Financial Accounting (R ),Introduction to Financial Accounting (R ),3.0,1.0,0.0,4.0,S3,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,10,Start-up,2025,MGMT328,MGMT328,recorded,Foundation of Marketing Management,Foundation of Marketing Management,2.0,2.0,0.0,4.0,S3,Nil,Nil,explicit_none
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,11,Start-up,2025,MGMT336,MGMT336,recorded,Design Thinking for Entrepreneurship,Design Thinking for Entrepreneurship,2.0,1.0,2.0,4.0,S5,,,not_recorded
Minor_Courses_for_BTech_Students(3).xlsx,Start-up,12,Start-up,2025,MGMT213,MGMT213,recorded,Introduction To Fintech,Introduction To Fintech,1.0,1.0,0.0,2.0,S6,Nil,Nil,explicit_none
