course_code,course_title,credits,prerequisite,prerequisite_status,batch,source_type,source_sheet,source_row
PSYC204,Developmental Psychology,4.0,PSYC101,recorded,2022,minor_excel,Psychology,6
PSYC303,Psychological Testing and Measurement,4.0,"PSYC101, PSYC202, MATH131",recorded,2022,minor_excel,Psychology,7
PSYC201,Biological Psychology,4.0,Nil,explicit_none,2023,minor_excel,Psychology,9
PSYC202,Cognitive Psychology,4.0,PSYC101,recorded,2023,minor_excel,Psychology,10
PSYC104,Lifespan Development I,4.0,PSYC101,recorded,2023,minor_excel,Psychology,11
PSYC241,Social Psychology,4.0,PSYC101,recorded,2023,minor_excel,Psychology,12
PSYC306,Health Psychology,4.0,"PSYC101, PSYC201",recorded,2023,minor_excel,Psychology,13
PSYC255,Psychopathology,4.0,Nil,explicit_none,2023,minor_excel,Psychology,14
PSYC201/PSYC103,Biological Psychology/ Foundations of Psychology I,4.0,Nil,explicit_none,2024,minor_excel,Psychology,16
PSYC202,Cognitive Psychology,4.0,PSYC101,recorded,2024,minor_excel,Psychology,17
PSYC241,Social Psychology,4.0,PSYC101,recorded,2024,minor_excel,Psychology,18
PSYC306,Health Psychology,4.0,"PSYC101, PSYC201",recorded,2024,minor_excel,Psychology,19
PSYC104,Lifespan Development I,4.0,Nil,explicit_none,2024,minor_excel,Psychology,20
PSYC255,Psychopathology,4.0,Nil,explicit_none,2024,minor_excel,Psychology,21
PSYC201/PSYC103,Biological Psychology/ Foundations of Psychology I,4.0,Nil,explicit_none,2025,minor_excel,Psychology,23
PSYC202,Cognitive Psychology,4.0,PSYC101,recorded,2025,minor_excel,Psychology,24
PSYC241,Social Psychology,4.0,PSYC101,recorded,2025,minor_excel,Psychology,25
PSYC306,Health Psychology,4.0,"PSYC101, PSYC201",recorded,2025,minor_excel,Psychology,26
PSYC104,Lifespan Development I,4.0,Nil,explicit_none,2025,minor_excel,Psychology,27
PSYC255,Psychopathology,4.0,Nil,explicit_none,2025,minor_excel,Psychology,28
PSYC201/PSYC103,Biological Psychology/ Foundations of Psychology I,4.0,Nil,explicit_none,2026,minor_excel,Psychology,30
PSYC202,Cognitive Psychology,4.0,PSYC101,recorded,2026,minor_excel,Psychology,31
PSYC241,Social Psychology,4.0,PSYC101,recorded,2026,minor_excel,Psychology,32
PSYC306,Health Psychology,4.0,"PSYC101, PSYC201",recorded,2026,minor_excel,Psychology,33
PSYC104,Lifespan Development I,4.0,Nil,explicit_none,2026,minor_excel,Psychology,34
PSYC255,Psychopathology,4.0,Nil,explicit_none,2026,minor_excel,Psychology,35
ECON201,Microeconomics,4.0,Nil,explicit_none,2022,minor_excel,Economics,2
ECON220,Behavourial Economics,4.0,Nil,explicit_none,2022,minor_excel,Economics,3
ECON207,Macroeconomics and Applicants to Indian Economy,4.0,Nil,explicit_none,2022,minor_excel,Economics,4
ECON413,Industrial Economics,4.0,"ECON201, ECON202/ECON207",recorded,2022,minor_excel,Economics,5
ECON325,Public Economics,4.0,"ECON201, ECON202/ECON207",recorded,2022,minor_excel,Economics,6
ECON316,Digital Economics,4.0,ECON201,recorded,2022,minor_excel,Economics,7
ECON201,Microeconomics,4.0,Nil,explicit_none,2023,minor_excel,Economics,9
ECON209,Macroeconomics I,4.0,Nil,explicit_none,2023,minor_excel,Economics,10
ECON316,Digital Economics,4.0,ECON201,recorded,2023,minor_excel,Economics,11
ECON315,Indian Economy,4.0,"ECON201, ECON209",recorded,2023,minor_excel,Economics,12
ECON322,Economics of Health and Education,4.0,ECON201,recorded,2023,minor_excel,Economics,13
ECON301,International Economics,4.0,"ECON201, ECON202",recorded,2023,minor_excel,Economics,14
NOSTUDENTS,,,,not_recorded,2024,minor_excel,Economics,16
ECON208,Microeconomics I,4.0,Nil,explicit_none,2025,minor_excel,Economics,18
ECON209,Macroeconomics I,4.0,Nil,explicit_none,2025,minor_excel,Economics,19
ECON316,Digital Economics,4.0,ECON201,recorded,2025,minor_excel,Economics,20
ECON315,Indian Economy,4.0,"ECON201, ECON209",recorded,2025,minor_excel,Economics,21
ECON346,Financial Economics,4.0,"ECON208, ECON209",recorded,2025,minor_excel,Economics,22
ECON301,International Economics,4.0,"ECON201, ECON202",recorded,2025,minor_excel,Economics,23
ECON208,Microeconomics I,4.0,Nil,explicit_none,2026,minor_excel,Economics,25
ECON209,Macroeconomics I,4.0,Nil,explicit_none,2026,minor_excel,Economics,26
ECON316,Digital Economics,4.0,ECON201,recorded,2026,minor_excel,Economics,27
ECON315,Indian Economy,4.0,"ECON201, ECON209",recorded,2026,minor_excel,Economics,28
ECON346,Financial Economics,4.0,"ECON208, ECON209",recorded,2026,minor_excel,Economics,29
ECON301,International Economics,4.0,"ECON201, ECON202",recorded,2026,minor_excel,Economics,30
FINA333,Fiancial Institutions Markets and Services,3.0,MGMT208,recorded,2022,minor_excel,Finance,4
MGMT207,Corporate Finance,3.0,FAMA,recorded,2022,minor_excel,Finance,5
MGMT209,Financial Statement Anaylsis,3.0,FINA201,recorded,2022,minor_excel,Finance,6
MGMT210,Basics of INVESTMENT MANAGEMENT,4.0,FINA333,recorded,2022,minor_excel,Finance,7
MGMT213,Introduction To Fintech,2.0,FINA333,recorded,2022,minor_excel,Finance,8
MGMT323,Basics of Startup Finance,4.0,MGMT207,recorded,2022,minor_excel,Finance,9
MGMT203,Business Strategy Simulation,2.0,MKMT201/MGMT207/FINA201,recorded,2022,minor_excel,Finance,10
MGMT208,Introduction to Financial Accounting,3.0,Nil,explicit_none,2023,minor_excel,Finance,14
FINA333,Fiancial Institutions Markets and Services,3.0,MGMT208,recorded,2023,minor_excel,Finance,15
MGMT207,Corporate Finance,3.0,MGMT208,recorded,2023,minor_excel,Finance,16
MGMT209,Finacial Statement Analysis,3.0,MGMT208,recorded,2023,minor_excel,Finance,17
MGMT210,Basics of Investment Management,4.0,FINA333,recorded,2023,minor_excel,Finance,18
MGMT323,Basics of Startup Finance,4.0,MGMT207,recorded,2023,minor_excel,Finance,19
MGMT213,Introduction To Fintech,2.0,Nil,explicit_none,2023,minor_excel,Finance,20
MGMT307,Strategy & Decision Making,2.0,Nil,explicit_none,2023,minor_excel,Finance,21
MGMT208,Introduction to Financial Accounting,3.0,Nil,explicit_none,2024,minor_excel,Finance,25
FINA333,Fiancial Institutions Markets and Services,3.0,MGMT208,recorded,2024,minor_excel,Finance,26
MGMT207,Corporate Finance,3.0,Nil,explicit_none,2024,minor_excel,Finance,27
MGMT209,Finacial Statement Analysis,3.0,Nil,explicit_none,2024,minor_excel,Finance,28
MGMT210,Basics of Investment Management,4.0,FINA333,recorded,2024,minor_excel,Finance,29
MGMT323,Basics of Startup Finance,4.0,MGMT207,recorded,2024,minor_excel,Finance,30
MGMT213,Introduction To Fintech,2.0,Nil,explicit_none,2024,minor_excel,Finance,31
MGMT307,Strategy & Decision Making,2.0,Nil,explicit_none,2024,minor_excel,Finance,32
MGMT330,Introduction to Financial Accounting (R ),4.0,Nil,explicit_none,2025,minor_excel,Finance,36
MGMT210,Basics of Investment Management,4.0,FINA333,recorded,2025,minor_excel,Finance,39
MGMT213,Introduction To Fintech,2.0,Nil,explicit_none,2025,minor_excel,Finance,40
MGMT323,Basics of Startup Finance,4.0,MGMT207,recorded,2025,minor_excel,Finance,41
MGMT330,Introduction to Financial Accounting (R),4.0,,not_recorded,2026,minor_excel,Finance,46
MGMT302,Digital and Ecommerce Marketing,4.0,MKTG201,recorded,2022,minor_excel,Marketing,5
MGMT304,Integrated Marketing Communications,3.0,MKTG201,recorded,2022,minor_excel,Marketing,6
MGMT314,Sales and distribution management,4.0,MKTG201,recorded,2022,minor_excel,Marketing,7
MGMT320,Marketing Analytics,2.0,MKTG201,recorded,2022,minor_excel,Marketing,8
MGMT305,Services Marketing,3.0,MKTG201,recorded,2022,minor_excel,Marketing,9
MGMT211,Brand Management,3.0,MKTG201,recorded,2022,minor_excel,Marketing,10
MGMT203,Business Strategy Simulation,2.0,MKMT201/MGMT207/FINA201,recorded,2022,minor_excel,Marketing,11
MKTG201,Marketing Management,3.0,Nil,explicit_none,2023,minor_excel,Marketing,15
MGMT302,Digital and Ecommerce Marketing,4.0,MKTG201,recorded,2023,minor_excel,Marketing,16
MGMT304,Integrated Marketing Communications,3.0,MKTG201,recorded,2023,minor_excel,Marketing,17
MGMT314,Sales and Distribution Management,4.0,MKTG201,recorded,2023,minor_excel,Marketing,18
MGMT305,Services Marketing,3.0,MKTG201,recorded,2023,minor_excel,Marketing,19
MGMT211,Brand Management,3.0,MKTG201,recorded,2023,minor_excel,Marketing,20
MGMT320,Marketing Analytics,2.0,Nil,explicit_none,2023,minor_excel,Marketing,21
MGMT307,Strategy & Decision Making,2.0,Nil,explicit_none,2023,minor_excel,Marketing,22
MKTG201,Marketing Management,3.0,Nil,explicit_none,2024,minor_excel,Marketing,26
MGMT302,Digital and Ecommerce Marketing,4.0,MKTG201,recorded,2024,minor_excel,Marketing,27
MGMT305,Services Marketing,3.0,Nil,explicit_none,2024,minor_excel,Marketing,28
MGMT304,Integrated Marketing Communications,3.0,Nil,explicit_none,2024,minor_excel,Marketing,29
MGMT314,Sales and Distribution Management,4.0,MKTG201,recorded,2024,minor_excel,Marketing,30
MGMT211,Brand Management,3.0,MKTG201,recorded,2024,minor_excel,Marketing,31
MGMT320,Marketing Analytics,2.0,Nil,explicit_none,2024,minor_excel,Marketing,32
MGMT307,Strategy & Decision Making,2.0,Nil,explicit_none,2024,minor_excel,Marketing,33
MGMT328,Foundation of Marketing Management,4.0,Nil,explicit_none,2025,minor_excel,Marketing,37
MGMT302,Digital and Ecommerce Marketing,4.0,MKTG201,recorded,2025,minor_excel,Marketing,38
MGMT304,Integrated Marketing Communications,3.0,Nil,explicit_none,2025,minor_excel,Marketing,39
MGMT314,Sales and Distribution Management,4.0,MKTG201,recorded,2025,minor_excel,Marketing,41
MGMT328,Foundations of Marketing Management,4.0,,not_recorded,2026,minor_excel,Marketing,46
MGMT326,Product Development,4.0,MKTG201,recorded,2024,minor_excel,Start-up,3
MGMT336,Design Thinking for Entrepreneurship,4.0,Nil,explicit_none,2024,minor_excel,Start-up,4
MGMT330,Introduction to Financial Accounting (R ),4.0,Nil,explicit_none,2025,minor_excel,Start-up,9
MGMT328,Foundation of Marketing Management,4.0,Nil,explicit_none,2025,minor_excel,Start-up,10
MGMT336,Design Thinking for Entrepreneurship,4.0,,not_recorded,2025,minor_excel,Start-up,11
MGMT213,Introduction To Fintech,2.0,Nil,explicit_none,2025,minor_excel,Start-up,12
